Product ID,Batch Number,Manufacturing Date,Expiry Date,Current Stock,Sales Velocity (units/day)
HP010,B61631,2023-06-29,2024-06-28,681,16.39
HP010,B92170,2023-10-22,2025-10-21,227,63.83
HP004,B24162,2025-01-29,2027-01-29,3944,24.27
HP001,B26492,2024-12-20,2025-12-20,1708,48.74
HP004,B91106,2025-03-30,2027-03-30,3892,30.35
HP005,B70927,2025-02-13,2026-08-07,2208,58.96
HP006,B81055,2024-05-03,2025-05-03,521,9.32
HP012,B96983,2024-04-25,2025-04-25,1558,35.06
HP004,B98318,2023-08-05,2025-01-26,1108,19.69
HP008,B94507,2025-02-19,2026-02-19,1715,32.76
HP001,B89656,2023-08-08,2024-08-07,2705,58.28
HP005,B12448,2024-02-29,2025-08-22,2984,8.24
HP007,B10785,2025-05-26,2027-05-26,1669,60.9
HP004,B51602,2023-04-30,2025-04-29,4251,55.54
HP006,B56642,2024-01-27,2026-01-26,3273,6.14
HP001,B12391,2023-06-27,2023-12-24,1656,19.1
HP006,B31711,2024-04-17,2026-04-17,300,11.02
HP012,B89170,2024-05-09,2024-11-05,3230,49.84
HP003,B72721,2024-02-15,2026-02-14,1034,32.77
HP003,B40738,2024-06-21,2025-06-21,4231,58.68
HP007,B69153,2023-10-21,2025-10-20,4313,51.89
HP003,B35222,2023-06-15,2024-12-06,2834,50.53
HP010,B95755,2024-07-02,2025-12-24,3040,11.51
HP012,B35862,2024-12-12,2025-12-12,835,35.14
HP009,B53673,2023-10-12,2024-10-11,3043,42.65
HP001,B48201,2024-08-09,2025-02-05,1791,17.49
HP005,B44041,2023-01-27,2025-01-26,4264,27.78
HP002,B77403,2024-02-16,2025-08-09,1312,46.82
HP002,B88051,2024-09-22,2026-09-22,1186,63.53
HP004,B39362,2023-08-29,2025-02-19,3981,8.16
HP011,B14788,2025-02-01,2026-07-26,1989,56.78
HP011,B18500,2025-05-03,2026-10-25,1904,43.36
HP001,B95695,2024-11-29,2025-05-28,3609,45.17
HP005,B32380,2024-12-07,2025-12-07,3857,32.43
HP002,B77831,2023-01-22,2025-01-21,4777,50.56
HP011,B53115,2023-01-30,2024-07-23,3527,46.35
HP012,B52990,2023-08-15,2024-02-11,2946,24.23
HP002,B77798,2023-05-14,2024-05-13,1081,64.43
HP002,B51803,2023-01-27,2025-01-26,3675,17.11
HP003,B29828,2023-12-25,2025-12-24,3156,8.32
HP004,B43282,2023-06-05,2024-11-26,4055,11.87
HP005,B37240,2025-06-01,2027-06-01,529,25.29
HP003,B86952,2023-10-15,2024-10-14,4082,65.83
HP012,B90685,2023-04-04,2024-04-03,1933,40.4
HP004,B87999,2023-04-25,2025-04-24,202,3.52
HP011,B95561,2025-04-09,2026-04-09,1932,1.93
HP008,B67955,2023-02-14,2025-02-13,548,45.3
HP011,B74865,2024-05-14,2026-05-14,4041,39.31
HP004,B10743,2025-01-23,2026-01-23,580,68.32
HP011,B26324,2023-01-14,2025-01-13,1484,52.18
HP004,B77323,2023-03-12,2025-03-11,2562,43.29
HP010,B40094,2024-10-01,2026-03-25,1268,55.79
HP005,B28951,2024-02-29,2025-02-28,3561,9.9
HP007,B27051,2024-06-26,2025-12-18,4802,67.28
HP010,B28647,2023-05-13,2024-05-12,733,67.4
HP003,B93507,2023-11-24,2025-11-23,1100,6.4
HP012,B13774,2024-09-26,2025-09-26,1397,2.89
HP008,B98966,2023-07-22,2025-07-21,2968,14.91
HP006,B79863,2023-02-24,2025-02-23,4514,27.7
HP007,B74480,2024-03-19,2026-03-19,4832,59.68
HP006,B35731,2024-10-09,2025-10-09,489,28.31
HP001,B90344,2024-01-03,2025-01-02,3160,13.01
HP006,B30460,2025-03-10,2026-09-01,3214,28.47
HP010,B61100,2024-04-16,2025-04-16,1574,33.96
HP011,B92331,2023-05-25,2024-11-15,3458,17.32
HP005,B37317,2025-01-01,2026-01-01,3253,35.42
HP003,B28268,2024-02-27,2025-08-20,2945,33.88
HP011,B65268,2024-11-16,2026-05-10,4033,8.3
HP004,B36021,2024-01-14,2026-01-13,4454,6.12
HP006,B43630,2023-02-26,2025-02-25,3670,7.18
HP008,B50571,2023-07-05,2024-07-04,754,37.94
HP005,B38896,2024-06-09,2025-06-09,634,55.71
HP011,B61139,2024-05-26,2026-05-26,1127,42.05
HP010,B61452,2023-06-11,2025-06-10,2377,34.87
HP010,B36846,2024-05-10,2025-11-01,662,52.05
HP011,B78104,2023-08-18,2025-08-17,1705,5.59
HP012,B30119,2023-10-26,2024-04-23,997,26.98
HP002,B90864,2023-06-06,2025-06-05,3938,5.4
HP012,B32523,2024-06-03,2025-06-03,3312,57.24
HP003,B75157,2023-04-20,2025-04-19,1962,20.03
HP007,B87869,2025-02-14,2026-02-14,887,58.05
HP009,B75855,2023-01-24,2023-07-23,4932,67.89
HP011,B58734,2023-08-09,2024-08-08,4899,12.66
HP003,B80468,2024-09-08,2026-09-08,3761,23.31
HP012,B41424,2023-06-28,2024-06-27,1885,38.55
HP008,B31326,2023-08-26,2025-08-25,2874,3.67
HP003,B90501,2024-11-04,2026-04-28,836,54.04
HP004,B16942,2024-12-12,2026-06-05,3999,50.52
HP003,B85465,2023-07-22,2025-07-21,3565,22.14
HP011,B15072,2024-07-10,2026-01-01,4976,3.35
HP006,B35418,2025-02-15,2027-02-15,1832,51.37
HP006,B46580,2025-02-24,2026-02-24,3140,31.44
HP003,B66191,2025-03-31,2027-03-31,2551,15.79
HP003,B68415,2024-08-26,2026-08-26,2403,12.29
HP002,B66670,2025-06-15,2026-12-07,4306,14.45
HP010,B62752,2023-01-21,2024-07-14,754,9.12
HP011,B72518,2025-04-29,2026-10-21,3454,11.47
HP002,B15743,2025-04-19,2026-10-11,4005,22.69
HP005,B67715,2024-06-03,2025-06-03,2858,58.01
HP005,B50097,2025-02-10,2027-02-10,2667,5.47
HP006,B60454,2023-05-27,2024-11-17,2235,65.82
HP002,B50123,2024-09-20,2026-03-14,1717,45.41
HP005,B58657,2023-02-27,2024-08-20,4273,57.46
HP005,B41257,2023-05-29,2025-05-28,1351,14.25
HP009,B37628,2025-04-30,2025-10-27,3227,41.61
HP002,B10003,2024-12-30,2026-12-30,2721,14.57
HP005,B85787,2023-04-14,2024-10-05,3932,24.25
HP007,B76445,2024-06-08,2025-06-08,1238,2.16
HP002,B92979,2024-05-23,2025-05-23,263,68.38
HP001,B96830,2024-06-03,2024-11-30,468,36.54
HP011,B93102,2023-08-22,2025-08-21,4968,7.81
HP001,B22281,2024-03-28,2025-03-28,3775,64.46
HP005,B69241,2025-02-06,2027-02-06,3815,20.37
HP004,B15203,2024-07-15,2026-01-06,1765,65.98
HP002,B97984,2024-08-31,2026-08-31,4583,65.62
HP009,B63650,2024-10-10,2025-10-10,4376,60.08
HP002,B45050,2025-04-08,2026-04-08,3086,68.32
HP007,B82814,2023-11-11,2025-05-04,2676,62.8
HP003,B70097,2023-01-08,2025-01-07,3656,4.18
HP012,B49275,2023-01-06,2023-07-05,4267,58.09
HP011,B12758,2024-05-28,2025-05-28,936,23.13
HP005,B72141,2024-10-15,2025-10-15,3946,13.8
HP008,B58475,2024-04-03,2025-04-03,2604,37.94
HP004,B71588,2025-06-17,2027-06-17,1758,55.38
HP002,B61936,2023-09-18,2025-09-17,3500,17.65
HP004,B78434,2025-04-16,2026-04-16,2165,19.19
HP006,B82171,2024-03-15,2025-09-06,1960,44.19
HP005,B69132,2024-09-11,2026-09-11,3506,4.0
HP005,B43644,2024-04-23,2025-04-23,3335,34.81
HP005,B15348,2023-11-01,2024-10-31,3181,51.89
HP010,B86966,2023-12-23,2024-12-22,1508,7.61
HP009,B66287,2025-03-09,2025-09-05,2557,17.79
HP011,B28267,2025-03-09,2026-08-31,3166,6.2
HP009,B50494,2023-10-17,2024-10-16,1693,39.64
HP006,B37940,2023-05-12,2024-05-11,4295,39.36
HP001,B43391,2024-09-15,2025-03-14,971,25.04
HP006,B63215,2023-03-11,2025-03-10,3306,10.66
HP010,B61877,2024-07-04,2025-07-04,3826,3.22
HP007,B69013,2023-01-07,2025-01-06,388,55.13
HP012,B99456,2023-05-16,2023-11-12,2571,34.44
HP002,B54485,2025-04-19,2026-10-11,2790,22.84
HP001,B89910,2023-10-25,2024-04-22,914,51.44
HP008,B57089,2023-06-30,2025-06-29,752,47.49
HP004,B96133,2024-06-03,2026-06-03,4216,39.45
HP001,B61583,2023-12-21,2024-06-18,587,18.66
HP003,B80710,2023-05-02,2025-05-01,2319,32.97
HP006,B17170,2025-03-09,2026-08-31,4606,60.47
HP003,B57660,2025-01-29,2026-07-23,360,40.01
HP002,B66831,2025-01-01,2026-01-01,2604,43.37
HP001,B70873,2023-02-27,2023-08-26,1585,2.02
HP001,B37761,2023-03-29,2023-09-25,3277,66.56
HP011,B90003,2023-10-23,2025-04-15,2244,26.31
HP001,B70971,2025-03-31,2025-09-27,2766,19.11
HP006,B65823,2023-11-13,2025-05-06,3609,21.46
HP004,B50375,2024-08-15,2025-08-15,4543,39.53
HP009,B12399,2023-05-03,2024-05-02,2148,69.6
HP002,B99269,2023-02-24,2024-02-24,1358,55.12
HP006,B45588,2024-12-19,2025-12-19,1239,34.5
HP001,B69035,2023-09-12,2024-03-10,2982,35.87
HP006,B83326,2024-07-21,2026-07-21,1524,65.39
HP008,B37340,2023-08-23,2024-08-22,3484,64.85
HP003,B26633,2024-09-19,2025-09-19,2624,67.55
HP008,B37311,2024-06-20,2025-12-12,1301,65.77
HP007,B69365,2024-12-03,2025-12-03,3572,6.13
HP006,B55817,2025-01-26,2027-01-26,222,13.97
HP009,B72813,2023-01-16,2023-07-15,1977,32.66
HP002,B70146,2024-08-19,2025-08-19,1435,13.69
HP007,B96702,2023-08-19,2025-02-09,2962,26.21
HP009,B26222,2023-04-15,2024-04-14,563,67.29
HP010,B12465,2023-01-28,2024-01-28,2551,64.41
HP007,B44686,2023-08-14,2024-08-13,4817,29.78
HP009,B94753,2025-05-08,2026-05-08,4198,46.47
HP010,B39246,2024-10-11,2025-10-11,3315,65.13
HP005,B87997,2023-01-09,2024-07-02,3004,38.53
HP011,B22002,2024-11-25,2026-05-19,1923,8.85
HP007,B49274,2023-01-08,2024-07-01,3670,7.0
HP004,B50417,2023-04-05,2024-04-04,620,48.28
HP007,B79774,2023-06-21,2024-12-12,4820,32.36
HP003,B63780,2024-08-20,2026-08-20,715,68.47
HP001,B61335,2024-11-22,2025-11-22,4345,61.52
HP009,B28804,2025-01-01,2025-06-30,2234,22.8
HP011,B58773,2025-04-16,2027-04-16,4590,24.95
HP007,B79775,2024-04-05,2025-09-27,4709,6.47
HP001,B54969,2023-10-13,2024-10-12,143,28.79
HP005,B68580,2025-02-25,2026-02-25,2213,59.63
HP005,B39405,2023-01-14,2025-01-13,4291,13.99
HP011,B54707,2023-05-14,2024-05-13,153,68.16
HP004,B95072,2023-03-09,2024-03-08,1824,21.4
HP003,B24605,2023-12-19,2025-12-18,2187,24.26
HP010,B24481,2024-07-18,2025-07-18,605,53.36
HP006,B70952,2023-06-20,2024-12-11,1656,51.74
HP012,B27882,2025-06-03,2026-06-03,3885,49.28
HP003,B77878,2023-11-16,2025-11-15,3932,40.33
HP010,B53818,2025-02-12,2027-02-12,293,37.28
HP008,B86458,2023-02-28,2025-02-27,4030,7.04
HP010,B20457,2023-10-29,2025-04-21,2607,8.04
HP006,B68990,2024-01-12,2025-01-11,3743,38.13
HP009,B20712,2023-09-26,2024-09-25,2656,28.77
HP011,B71184,2023-07-12,2025-01-02,942,63.69
HP006,B90635,2023-10-11,2024-10-10,201,2.01
HP012,B92798,2023-09-25,2024-09-24,3711,6.58
HP012,B56895,2025-01-01,2025-06-30,3576,25.73
HP007,B59597,2023-04-07,2025-04-06,3688,35.58
HP005,B18591,2024-11-07,2026-05-01,4946,8.18
HP009,B93894,2023-03-10,2024-03-09,3295,51.76
HP007,B48103,2024-07-14,2026-01-05,3247,39.44
HP001,B92608,2025-06-01,2026-06-01,2922,3.03
HP010,B35084,2025-05-12,2026-05-12,3145,57.44
HP012,B77664,2023-09-14,2024-03-12,4396,26.52
HP010,B60695,2024-04-03,2025-09-25,1145,16.37
HP012,B81319,2024-04-05,2024-10-02,3965,65.12
HP007,B69654,2023-05-29,2024-05-28,1313,30.34
HP004,B91287,2024-01-23,2026-01-22,1745,51.63
HP004,B79851,2023-03-14,2025-03-13,3713,4.83
HP007,B86813,2025-03-25,2026-03-25,413,26.96
HP002,B71280,2023-12-27,2025-06-19,3620,49.12
HP007,B45953,2025-05-26,2027-05-26,4173,21.98
HP004,B14845,2023-01-02,2024-06-25,3339,3.58
HP003,B98248,2024-10-12,2026-04-05,895,9.77
HP001,B64716,2024-09-14,2025-09-14,2953,27.44
HP011,B21057,2025-03-23,2026-03-23,3680,25.15
HP003,B98596,2024-08-14,2026-08-14,3588,47.4
HP012,B37605,2024-01-26,2025-01-25,1361,60.12
HP002,B33332,2025-02-22,2027-02-22,3639,20.78
HP006,B16318,2023-06-06,2025-06-05,1503,65.78
HP007,B33278,2024-04-22,2026-04-22,2570,31.57
HP002,B69732,2024-05-03,2026-05-03,305,56.89
HP001,B86240,2024-05-25,2024-11-21,2032,36.35
HP004,B79940,2024-07-17,2026-01-08,3983,58.71
HP003,B36732,2024-11-05,2026-11-05,2786,52.79
HP009,B39176,2025-06-07,2025-12-04,4233,67.93
HP002,B11312,2024-08-18,2026-02-09,3539,32.9
HP002,B65023,2023-10-09,2025-10-08,4251,1.9
HP008,B88906,2023-10-10,2024-10-09,4714,1.0
HP010,B84678,2024-05-27,2026-05-27,1563,44.97
HP001,B70210,2024-05-29,2025-05-29,4622,2.14
HP008,B87097,2024-11-23,2026-11-23,4126,24.18
HP002,B29926,2024-07-30,2026-07-30,58,39.24
HP011,B10112,2024-03-05,2025-08-27,4705,2.73
HP004,B36688,2023-04-30,2024-04-29,1756,39.5
HP012,B81850,2025-06-06,2025-12-03,2178,45.18
HP003,B97011,2024-11-22,2026-05-16,3495,38.05
HP001,B42689,2024-10-30,2025-04-28,2393,61.29
HP007,B15460,2023-12-16,2025-06-08,4461,58.34
HP004,B39210,2023-03-03,2025-03-02,1607,29.06
HP006,B72095,2024-02-27,2026-02-26,919,63.06
HP003,B18304,2024-09-18,2026-03-12,4002,28.01
HP007,B39871,2023-11-14,2025-11-13,4501,11.07
HP008,B96843,2025-01-15,2026-07-09,1615,1.13
HP007,B20704,2024-03-30,2025-09-21,3013,3.31
HP011,B31533,2023-11-12,2025-05-05,685,66.05
HP009,B13508,2024-12-08,2025-12-08,2321,33.51
HP002,B23620,2024-09-06,2025-09-06,4928,50.43
HP001,B72832,2023-05-25,2023-11-21,227,69.25
HP005,B77691,2024-08-10,2025-08-10,308,39.58
HP012,B72919,2023-08-03,2024-01-30,3869,60.57
HP011,B94768,2024-10-17,2026-10-17,4502,13.78
HP006,B77745,2024-12-31,2026-06-24,998,20.34
HP009,B13461,2023-02-11,2024-02-11,3871,15.39
HP011,B35156,2023-01-25,2024-01-25,3889,34.0
HP003,B48350,2024-11-07,2026-11-07,2683,9.4
HP002,B20621,2024-10-30,2025-10-30,4656,36.14
HP012,B72002,2023-11-30,2024-11-29,4539,43.01
HP001,B25263,2024-12-04,2025-12-04,2950,26.72
HP011,B33977,2024-02-01,2025-01-31,1323,16.19
HP010,B67303,2025-04-29,2027-04-29,1447,54.91
HP009,B63263,2024-09-16,2025-03-15,4636,20.23
HP005,B11601,2024-04-30,2025-04-30,1419,40.98
HP004,B89582,2025-02-17,2027-02-17,4119,55.86
HP006,B22802,2023-02-02,2024-02-02,1916,40.11
HP009,B34473,2025-04-26,2025-10-23,2118,19.05
HP001,B58747,2023-01-01,2024-01-01,2186,33.32
HP008,B58001,2023-09-01,2024-08-31,2477,66.26
HP007,B57293,2024-06-04,2025-11-26,858,62.69
HP012,B12348,2025-04-24,2026-04-24,3917,4.8
HP005,B88143,2023-11-17,2025-11-16,3184,36.6
HP009,B75507,2025-05-01,2025-10-28,1077,13.49
HP005,B74687,2023-12-01,2025-05-24,3581,53.42
HP002,B26718,2024-04-29,2025-04-29,3879,69.81
HP012,B21129,2023-10-04,2024-04-01,3673,25.31
HP012,B60627,2023-03-16,2023-09-12,2311,58.67
HP002,B72211,2023-03-17,2025-03-16,988,15.13
HP004,B64301,2023-03-03,2025-03-02,2044,42.67
HP003,B14720,2023-05-07,2025-05-06,4902,17.43
HP008,B45833,2024-03-17,2025-03-17,681,33.0
HP010,B45478,2025-01-21,2027-01-21,1928,39.93
HP006,B31827,2023-08-20,2024-08-19,2618,6.4
HP001,B57959,2025-02-19,2025-08-18,2435,32.85
HP001,B46450,2023-05-10,2024-05-09,3200,8.95
HP009,B88339,2025-03-09,2026-03-09,4486,59.28
HP011,B69844,2023-12-25,2024-12-24,299,63.72
HP003,B43169,2025-01-17,2026-07-11,884,34.75
HP005,B27488,2023-09-30,2025-09-29,4086,27.34
HP011,B64291,2023-07-30,2025-01-20,3950,25.27
HP007,B15899,2023-04-10,2024-10-01,4913,37.5
HP011,B96315,2025-03-13,2026-03-13,4772,39.21
HP012,B69547,2023-11-23,2024-11-22,1095,17.4
HP011,B28088,2024-05-07,2025-05-07,2807,20.47
HP004,B17901,2023-10-27,2025-10-26,4761,28.17
HP002,B23637,2023-02-14,2024-02-14,4755,51.15
HP002,B21691,2024-04-24,2025-10-16,3565,61.52
HP012,B31380,2023-05-21,2023-11-17,2297,66.81
HP011,B79927,2024-12-31,2025-12-31,4931,35.08
HP004,B99601,2023-08-17,2024-08-16,2841,69.05
HP003,B13510,2023-11-09,2025-05-02,1762,62.67
HP011,B62406,2024-09-19,2026-09-19,898,7.81
HP011,B91291,2025-05-15,2026-05-15,474,18.48
HP001,B63624,2024-09-20,2025-03-19,1964,63.76
HP008,B41654,2024-06-12,2025-12-04,1292,62.34
HP001,B37617,2024-02-07,2025-02-06,4312,67.33
HP012,B41358,2024-10-09,2025-04-07,1901,41.31
HP005,B94698,2024-08-28,2026-08-28,1815,46.66
HP005,B51407,2024-03-21,2025-03-21,4152,29.92
HP012,B53131,2024-03-26,2025-03-26,2522,15.59
HP008,B87912,2023-09-05,2024-09-04,4684,28.16
HP007,B62693,2024-05-07,2025-10-29,1084,19.51
HP002,B47450,2023-05-14,2025-05-13,4884,56.19
HP010,B72780,2024-03-11,2025-03-11,2228,6.97
HP004,B17185,2024-05-05,2026-05-05,2494,27.12
HP004,B74468,2024-04-17,2025-04-17,936,42.69
HP010,B69778,2024-07-15,2025-07-15,828,20.13
HP009,B99469,2024-03-28,2024-09-24,849,9.88
HP003,B87690,2024-02-19,2026-02-18,1578,58.96
HP003,B46604,2024-05-27,2026-05-27,1776,23.97
HP002,B53316,2023-11-04,2025-11-03,498,53.91
HP003,B36847,2024-08-06,2025-08-06,1695,34.47
HP012,B53005,2023-04-29,2024-04-28,1195,32.99
HP004,B79215,2024-11-01,2025-11-01,1666,49.78
HP002,B59290,2024-02-22,2025-08-15,894,46.96
HP002,B46832,2023-01-23,2024-07-16,4682,27.27
HP004,B57799,2023-08-21,2025-08-20,3003,36.13
HP008,B64058,2023-04-19,2024-04-18,2744,63.03
HP010,B20519,2023-04-20,2025-04-19,2383,68.9
HP007,B20001,2025-03-07,2026-03-07,2931,13.36
HP008,B30638,2024-04-24,2025-04-24,2951,45.18
HP003,B22548,2023-12-03,2025-12-02,2469,21.83
HP012,B89510,2023-07-12,2024-01-08,4046,22.76
HP008,B19207,2025-06-19,2027-06-19,1662,41.41
HP011,B85087,2023-11-23,2025-05-16,4043,6.23
HP010,B61217,2024-09-04,2025-09-04,2434,19.8
HP002,B18399,2025-01-03,2027-01-03,3125,68.48
HP002,B94602,2023-01-15,2025-01-14,1060,19.01
HP010,B70432,2023-01-12,2025-01-11,2389,5.65
HP009,B97781,2023-05-13,2024-05-12,896,54.99
HP001,B80361,2024-06-25,2025-06-25,2396,58.14
HP001,B57657,2023-04-15,2024-04-14,713,51.92
HP004,B72035,2025-05-01,2026-10-23,1051,24.89
HP010,B73153,2025-01-15,2026-07-09,4679,40.56
HP009,B10922,2023-08-17,2024-02-13,4181,64.19
HP005,B43055,2024-01-20,2025-07-13,1755,16.07
HP007,B81738,2023-08-06,2024-08-05,4427,2.76
HP002,B37782,2024-09-30,2026-03-24,977,34.09
HP003,B20991,2024-06-01,2025-11-23,781,62.18
HP001,B84753,2023-09-27,2024-03-25,675,1.92
HP010,B36166,2023-03-10,2025-03-09,565,22.39
HP003,B82864,2023-12-03,2025-12-02,1004,3.32
HP007,B20296,2025-04-02,2026-09-24,3990,60.52
HP001,B73705,2024-01-11,2025-01-10,4012,55.72
HP006,B83494,2023-02-12,2024-02-12,4436,31.19
HP002,B95412,2023-09-23,2025-09-22,2634,31.51
HP002,B39364,2023-03-12,2025-03-11,1016,42.6
HP006,B68968,2023-08-05,2025-01-26,3022,28.07
HP003,B62093,2024-04-06,2025-04-06,1020,11.95
HP007,B59215,2024-09-02,2025-09-02,2385,56.11
HP002,B35786,2024-07-17,2025-07-17,1600,5.73
HP003,B31232,2023-10-28,2025-10-27,1208,32.13
HP001,B76477,2023-05-15,2023-11-11,2060,54.5
HP009,B50373,2025-05-28,2025-11-24,3472,4.54
HP010,B40936,2023-08-21,2025-02-11,2565,63.53
HP003,B56757,2023-10-29,2025-04-21,2303,48.88
HP006,B61175,2024-07-17,2025-07-17,3566,3.89
HP001,B39561,2024-07-19,2025-07-19,4082,48.84
HP004,B56457,2023-08-12,2024-08-11,2319,36.57
HP004,B80957,2024-02-03,2026-02-02,1236,62.66
HP010,B44151,2024-02-06,2025-07-30,3630,13.67
HP009,B93542,2024-12-20,2025-12-20,4049,51.21
HP005,B12938,2023-05-09,2025-05-08,3905,5.15
HP008,B12828,2023-04-26,2025-04-25,4752,14.6
HP001,B97917,2023-05-07,2024-05-06,4925,29.36
HP005,B34462,2025-04-04,2027-04-04,1093,59.8
HP010,B82700,2024-10-07,2026-10-07,2011,5.15
HP004,B96776,2024-04-06,2025-04-06,2193,63.46
HP011,B61576,2025-06-09,2027-06-09,2528,50.83
HP004,B39485,2023-11-15,2025-05-08,3566,7.39
HP006,B16041,2023-08-06,2025-08-05,2385,54.4
HP001,B88352,2023-07-11,2024-01-07,2641,2.02
HP007,B62379,2023-01-13,2024-07-06,3321,65.55
HP005,B75433,2023-09-09,2025-03-02,280,59.73
HP001,B47472,2023-11-27,2024-05-25,4611,46.77
HP008,B16919,2025-05-11,2026-11-02,532,61.81
HP004,B27030,2023-05-15,2025-05-14,1999,66.64
HP004,B64102,2023-07-16,2025-01-06,2816,56.06
HP007,B70448,2025-01-29,2027-01-29,272,46.16
HP010,B38981,2024-01-09,2025-07-02,3660,3.7
HP002,B21773,2023-05-03,2024-05-02,3848,23.17
HP011,B89555,2023-12-08,2025-12-07,546,38.89
HP007,B62507,2025-05-11,2027-05-11,3679,59.73
HP011,B92035,2024-02-25,2025-08-18,4914,55.49
HP012,B22975,2024-08-05,2025-08-05,1370,31.49
HP005,B14508,2023-10-19,2025-10-18,4121,45.2
HP012,B77298,2024-10-02,2025-10-02,3984,26.39
HP005,B62333,2024-02-27,2025-08-20,1597,61.48
HP012,B32970,2024-09-20,2025-03-19,353,36.56
HP012,B55853,2024-07-28,2025-01-24,4487,27.15
HP001,B76561,2024-07-20,2025-07-20,616,16.88
HP010,B58453,2023-09-08,2024-09-07,3910,1.18
HP010,B88349,2023-09-15,2025-09-14,3622,54.6
HP006,B44079,2024-11-21,2026-05-15,4989,69.87
HP007,B35994,2024-01-04,2026-01-03,1783,45.79
HP009,B76065,2024-06-14,2025-06-14,278,61.59
HP002,B30841,2024-01-07,2025-06-30,947,39.77
HP006,B30555,2023-07-15,2025-07-14,3852,64.08
HP001,B47352,2024-07-02,2024-12-29,3291,66.76
HP002,B15353,2023-08-31,2024-08-30,1065,35.47
HP010,B16631,2024-08-14,2026-08-14,4480,54.44
HP010,B50469,2025-02-04,2027-02-04,2142,20.18
HP007,B14052,2025-02-20,2026-02-20,3890,39.19
HP006,B48386,2024-02-03,2025-02-02,3082,65.64
HP007,B52332,2025-04-28,2026-04-28,3168,56.81
HP003,B35450,2024-01-03,2026-01-02,1568,28.71
HP002,B64614,2025-04-12,2027-04-12,2767,30.47
HP009,B19651,2024-03-20,2024-09-16,3836,51.55
HP011,B16007,2023-06-05,2024-11-26,3477,27.17
HP009,B92691,2023-08-29,2024-02-25,285,55.03
HP008,B82104,2024-12-15,2026-06-08,4986,21.7
HP003,B34986,2024-12-20,2026-06-13,4252,9.83
HP008,B96013,2025-05-16,2026-05-16,4796,10.87
HP010,B54060,2023-11-09,2025-11-08,1346,1.83
HP001,B32413,2024-06-13,2024-12-10,886,6.15
HP009,B47965,2024-04-11,2025-04-11,1325,48.97
HP007,B83577,2024-07-04,2025-07-04,2539,60.79
HP012,B54768,2025-06-19,2026-06-19,435,48.23
HP001,B49524,2023-06-18,2024-06-17,3321,65.08
HP001,B61999,2023-01-19,2024-01-19,3623,37.93
HP002,B42557,2023-07-21,2025-01-11,2366,56.58
HP012,B10682,2023-08-24,2024-08-23,1508,34.26
HP012,B90265,2024-01-10,2025-01-09,1187,61.95
HP003,B84946,2024-11-10,2026-05-04,2779,28.29
HP006,B83664,2023-04-22,2024-10-13,4307,40.07
HP012,B98762,2023-12-09,2024-06-06,598,9.84
HP008,B74627,2023-05-16,2025-05-15,3756,61.68
HP011,B43352,2024-02-19,2025-08-12,225,3.21
HP007,B51086,2024-05-26,2025-05-26,1347,35.93
HP008,B61142,2024-06-01,2025-11-23,2810,10.75
HP006,B25901,2025-04-11,2026-04-11,1882,49.18
HP006,B57418,2024-03-27,2025-03-27,1364,12.18
HP005,B22760,2024-04-08,2025-04-08,1360,46.54
HP006,B15456,2025-04-30,2027-04-30,466,5.47
HP004,B41052,2023-12-15,2025-12-14,814,63.67
HP007,B82843,2023-12-16,2025-12-15,4735,25.25
HP001,B71041,2025-02-08,2025-08-07,245,67.42
HP007,B87316,2024-08-18,2026-02-09,3987,7.17
HP009,B69487,2024-10-30,2025-10-30,233,67.64
HP011,B86339,2024-03-27,2025-03-27,4537,21.04
HP001,B65192,2025-06-03,2025-11-30,4335,19.72
HP004,B24934,2024-01-23,2025-07-16,2736,47.27
HP005,B41357,2024-11-26,2026-05-20,2712,58.09
HP003,B96053,2023-02-16,2024-02-16,3346,42.39
HP006,B81395,2025-03-06,2026-08-28,3414,60.35
HP004,B30906,2025-04-08,2026-04-08,2144,55.79
HP009,B58814,2024-12-05,2025-12-05,3560,52.35
HP005,B84126,2024-01-17,2026-01-16,185,60.69
HP002,B21281,2024-05-22,2025-05-22,2911,10.09
HP005,B32429,2024-09-30,2026-03-24,1261,14.14
HP012,B70727,2023-06-08,2024-06-07,2568,57.4
HP011,B70465,2024-12-03,2025-12-03,4994,2.38
HP003,B79144,2023-11-08,2025-05-01,4692,42.45
HP003,B10948,2023-10-07,2024-10-06,3406,16.57
HP003,B11328,2023-11-10,2025-11-09,1978,4.98
HP001,B98870,2025-05-15,2026-05-15,1407,23.5
HP002,B68108,2023-06-09,2025-06-08,4924,17.03
HP009,B73612,2023-05-20,2023-11-16,2532,36.63
HP011,B99332,2024-04-23,2026-04-23,2717,64.87
HP004,B23206,2023-10-02,2025-10-01,2321,50.04
HP006,B27934,2024-02-19,2025-02-18,2863,16.47
HP009,B80766,2023-12-30,2024-12-29,1651,66.07
HP009,B78926,2025-05-30,2026-05-30,466,3.89
HP010,B70896,2023-07-15,2025-01-05,2244,11.88
HP007,B23661,2025-05-14,2026-11-05,767,44.56
HP004,B23415,2023-08-03,2025-01-24,3088,54.08
HP007,B45640,2023-12-31,2024-12-30,2476,61.81
HP002,B83708,2024-07-13,2026-01-04,2863,51.23
HP004,B70223,2024-04-09,2025-04-09,4173,12.55
